role,time_min,kills,deaths,assists,creeps,rank
2,27.72886701861635,5,2,7,229,A
1,24.670836038527366,5,4,11,110,C
1,33.90708501463739,3,2,10,163,B
0,36.01618989353665,8,2,9,254,A
2,29.67186096208658,3,7,3,216,B
2,30.15700286274963,4,4,8,281,A
4,30.615012047762846,2,4,14,17,D
4,23.23791220104717,1,9,24,24,D
0,31.253775115814587,12,4,5,304,S
0,38.61325007934261,8,4,2,299,A
3,25.251004600400005,11,7,7,185,B
4,21.125499762224816,3,0,28,19,S
1,33.96148676957298,11,5,8,179,B
2,22.81556680024464,14,6,5,182,A
0,30.16623388553389,3,3,2,293,A
2,20.412868790915866,5,1,9,161,A
2,27.66202867181169,12,7,2,202,B
3,33.196416853867895,4,4,3,287,A
4,24.618833291974887,3,2,20,19,B
0,24.135210481395234,9,4,5,220,A
2,36.00108815902743,8,0,7,290,S
0,31.09819667650818,4,5,2,278,A
1,28.435099605683924,11,4,5,156,B
3,24.301704575701855,6,6,5,215,A
1,35.86020615251199,11,1,8,171,A
0,23.25833186003238,14,7,9,177,A
0,23.723300714921404,14,3,5,185,A
4,36.84048436129902,3,4,15,31,D
2,34.531715316529066,13,4,2,274,A
2,32.75644358518821,10,5,5,274,A
1,30.353573364619145,6,7,13,153,C
3,33.406392679630855,11,6,5,268,A
2,22.129635265694127,5,2,5,220,S
4,24.95012257139608,1,0,26,9,S
1,31.51040433932248,10,2,10,194,A
1,33.14130365065891,3,2,14,214,A
4,20.894138628377238,0,3,16,7,C
3,35.32051799038593,13,1,2,266,S
4,33.62626370695769,2,1,17,17,B
3,20.697606116400554,14,3,2,201,S
4,20.825006469434612,3,8,27,32,C
4,21.784131176339276,2,7,10,0,D
0,25.057099575251176,4,8,7,228,A
1,37.379027892016126,10,4,6,253,B
4,35.697659667755886,1,7,13,33,D
4,26.107064270955796,0,9,12,38,D
2,32.504230677150304,6,1,4,252,A
1,33.22764155689978,3,7,14,162,C
2,37.5560959721797,9,8,4,319,A
1,25.493749879748336,11,4,9,117,B
2,29.879743602869823,6,2,3,260,A
4,27.9601287500763,0,1,24,50,A
4,23.25134137326957,1,5,13,0,D
0,37.800378022975295,9,8,7,278,B
2,39.92901010200178,12,3,3,364,A
3,22.307997165616563,3,4,2,161,B
0,32.45945775376191,11,1,5,290,S
2,39.4578877877539,7,6,7,378,A
2,29.62765423496855,4,7,8,236,B
0,23.098835706758717,7,8,2,200,A
4,33.31018817514427,1,6,18,42,D
2,26.70184868536685,9,7,4,209,B
4,30.336735354689985,2,5,11,15,D
0,29.92607206972953,14,0,9,259,S
4,28.457529369335575,1,5,14,12,D
1,34.282639872043056,11,6,7,155,C
3,31.050069525230874,14,7,3,292,A
2,34.965536405087505,6,8,3,331,A
3,20.83191912512939,6,8,8,175,B
4,28.225047969577382,1,8,15,54,D
2,38.205435425078996,6,3,9,305,A
4,38.163791913930055,1,7,28,35,C
1,22.99676268375936,7,3,4,117,B
0,38.15363890438307,7,0,9,326,S
2,32.73884021221261,13,2,9,272,S
1,39.99010379417033,10,7,7,258,B
1,22.060833868619653,3,6,10,95,C
2,29.45586690603166,9,0,5,210,S
4,20.243596708330827,3,7,29,10,C
1,26.617741753875883,7,1,5,141,A
3,30.248571027533124,12,2,8,243,S
1,35.94310211631664,9,3,14,223,A
4,35.134098202229396,0,8,29,68,C
4,35.73333897749926,2,5,19,39,C
3,29.83581265247336,14,4,6,262,A
1,23.55144005263235,6,1,14,134,A
4,36.63196592882153,2,6,18,32,D
2,23.724898765995494,5,1,6,194,A
0,32.32077056679914,5,3,9,284,A
0,26.240026122169006,9,0,4,231,S
0,24.399989444732505,9,8,4,194,B
1,29.422207099955077,7,3,4,193,B
3,37.950176702167084,4,8,6,294,B
4,33.73876711333406,3,3,27,11,B
2,32.14533340202976,13,2,8,255,S
2,38.786700314859736,5,3,9,360,A
1,34.07016288176682,2,7,14,139,C
0,32.49194503040309,10,5,9,250,A
1,22.016143942781706,11,1,14,89,A
3,38.18608292812099,10,6,3,271,B
3,34.04676868203724,9,5,9,238,B
4,39.69743132227204,3,1,22,74,A
4,39.18759708773895,2,4,10,60,D
3,37.33528004582688,8,0,5,262,S
3,25.991853111704312,10,7,6,182,B
3,35.14301160614878,6,8,9,339,A
1,33.99088947531093,8,4,7,189,B
3,29.542595347913664,8,1,4,234,S
2,25.163163353169566,14,6,6,222,A
0,34.055820427556924,8,3,6,314,A
3,37.9971456369839,9,2,6,358,S
0,32.71186964016374,6,5,4,255,B
1,24.05313843980862,8,2,4,161,A
0,20.42344727470757,14,7,8,189,A
1,28.3223708886372,7,5,4,148,B
2,35.14591144142386,3,7,8,263,B
1,27.439895195783237,10,2,7,141,B
1,31.782374719604732,2,0,4,152,B
4,30.644916142835612,2,1,17,60,B
3,26.75511974264458,8,3,7,214,A
3,30.831909255966856,5,2,3,231,A
2,25.25761403978652,5,6,8,214,A
2,21.884861328090512,9,0,3,202,S
3,38.31855492207562,7,7,5,270,B
4,24.98751575991784,2,5,20,3,C
3,36.42252208970359,10,1,7,256,S
4,32.919285249983226,3,6,27,15,C
2,32.47891149522776,6,8,5,274,B
0,32.50434117305704,10,3,7,282,A
2,31.06859122327455,12,5,9,303,A
2,27.951837386212933,6,1,4,267,S
1,36.901632754710036,6,1,10,174,B
1,25.60432813981142,5,7,11,143,B
1,25.153140459823103,7,7,6,168,B
1,36.67833200922074,5,4,10,237,B
4,28.231275438020607,1,7,26,23,C
3,26.891238159757506,10,5,2,230,A
0,22.79837954453988,11,5,7,172,A
2,21.296684375723824,4,6,3,179,B
4,28.793114681183297,1,2,25,27,B
0,27.7579705790346,9,5,9,222,A
4,22.95047668354694,2,3,18,8,C
4,20.432958051744958,0,3,27,36,B
2,24.538015344876165,13,3,6,244,S
3,33.34380689285122,9,2,3,285,A
1,23.441997052997245,5,2,13,123,B
3,39.23955309468252,10,6,8,278,B
2,32.58709885257877,9,0,7,294,S
2,37.944866503832834,9,5,6,301,A
2,30.8376034655244,4,6,3,282,A
0,39.30063245819838,10,5,6,339,A
3,34.13581008793629,13,1,6,281,S
3,27.592617349712686,7,4,9,264,A
4,29.475203074774406,1,2,27,24,B
4,20.338426869298864,2,9,21,13,D
4,34.52364269892922,0,8,29,51,C
2,21.984577921653532,11,1,3,175,S
3,38.52285266525862,14,1,5,346,S
2,24.712880788428436,8,6,4,193,B
0,26.084926229731693,3,0,4,247,S
4,20.83945452487012,2,4,18,2,C
2,27.206422753831255,14,2,6,249,S
2,29.93540226254327,14,3,2,284,S
0,27.20926058298511,14,6,2,251,A
1,33.34426583483815,2,0,11,176,A
3,21.97314753465618,8,6,4,197,A
1,37.6623881334955,7,1,8,261,A
4,37.48207592132422,3,5,15,63,D
2,38.22468620629343,10,2,7,382,S
0,25.171684431055475,11,1,4,193,S
0,38.16517109354132,12,1,2,371,S
3,23.856055893532133,7,7,9,205,A
1,29.557541542454615,6,6,4,135,C
3,31.056835919695366,3,0,7,236,S
2,24.846212127748956,12,0,9,196,S
3,31.014865617821442,4,7,7,281,A
0,23.3282856862188,11,1,7,192,S
0,27.009404046358558,8,8,7,225,B
4,36.590448305767495,0,1,25,35,A
4,38.54845672965524,1,1,25,44,A
2,33.78459472725904,13,7,2,280,A
1,21.44697019794971,7,5,13,135,B
3,23.13418591525838,9,7,4,228,A
2,37.35410919533376,3,5,3,353,A
4,27.325060119969486,1,4,10,30,D
3,23.658479968426256,14,2,4,200,S
4,23.56796503857162,0,3,28,36,B
3,35.77163530216942,12,5,2,287,A
1,20.38497927697788,6,4,8,134,B
2,37.86472294419893,7,6,2,356,A
3,29.410758695805498,14,3,3,271,S
0,30.106640666717606,10,7,9,267,A
0,25.735914583770796,8,8,9,210,B
3,32.900196309831344,13,1,8,286,S
3,20.83941006812134,10,8,8,181,A
3,39.0068695302781,3,3,5,382,A
0,36.51342891958956,4,6,8,326,A
0,30.72596731594373,9,5,4,270,A
3,26.547533602307986,11,5,6,211,A
4,36.77314308984914,1,3,14,21,D
4,37.78893516703354,3,8,23,35,D
1,38.157812008256656,9,7,14,209,B
2,29.118923715373228,9,5,4,278,A
4,39.457132094206855,3,6,23,37,C
0,39.87546205535863,4,6,4,379,A
4,38.05802022326742,1,9,11,20,D
1,22.897056545364883,7,0,12,120,S
1,29.219441045112976,6,0,11,196,S
2,23.234255566602158,9,7,8,175,B
4,22.06517618872165,2,1,23,25,A
0,37.06027117975851,10,8,4,282,B
0,29.23540732792558,12,0,7,209,S
3,29.74499120690902,6,8,4,274,A
0,25.04668008826455,9,4,7,220,A
2,22.074603290849883,10,1,3,156,A
2,35.93417335085145,7,2,7,284,A
0,30.18965475687829,4,5,9,265,A
0,35.794565236159244,6,2,7,329,A
3,26.360194096285962,14,8,9,241,A
0,37.63425342930594,7,7,8,277,B
3,31.12114670382923,11,6,2,263,A
3,32.40557634201686,14,5,5,248,A
0,38.825163920848055,8,5,5,322,A
1,28.255261454975873,3,2,6,150,B
1,34.2814235228467,6,5,8,196,B
3,37.06961333052979,4,3,6,325,A
0,28.55681141254106,3,8,4,282,A
1,31.84246472702037,7,3,14,133,B
0,23.417203987729295,11,0,3,192,S
0,39.06145537244274,9,8,7,298,B
0,27.639669393806066,6,2,7,204,A
4,32.99020987003848,3,6,23,56,C
0,26.195291663703742,4,3,9,258,A
4,21.82023613765034,1,5,22,43,C
3,30.496335007294824,8,1,3,290,S
1,25.93600410103678,9,3,8,124,B
1,28.985197838616784,7,3,4,148,B
1,37.88766152743712,3,0,7,211,A
1,26.434740597165558,2,4,9,123,C
1,37.55664335780244,7,3,6,217,B
1,32.792342492047126,10,5,14,164,B
1,23.677464814419825,5,1,13,128,A
3,23.87400585571404,4,8,7,191,B
0,26.504423827492687,4,5,8,209,B
2,33.323859205328624,5,8,6,292,A
4,36.02016486395832,0,7,13,65,D
2,38.662717368124376,5,3,7,304,A
2,32.295419063125244,6,6,3,255,B
0,34.28696550804409,8,1,9,297,S
0,34.84915128427113,7,4,3,282,A
0,39.1887919148233,11,5,4,358,A
1,35.29237468027237,2,1,4,191,B
3,38.90235014685092,14,5,3,352,A
1,29.405769534063516,10,1,14,177,S
3,38.73375853334299,13,8,8,328,A
3,32.00028954961271,14,3,8,275,S
2,28.922286142503754,12,0,6,246,S
2,34.24236112668271,13,8,8,240,B
3,24.905801872872857,11,5,8,208,A
3,25.1281431637738,10,0,5,192,S
1,34.97129436907254,4,6,7,199,B
1,39.01425499994725,7,0,12,267,S
2,24.94702743635486,8,0,2,182,S
0,27.75413326262175,10,0,6,260,S
3,24.866038559659344,8,1,3,190,A
1,36.22212080400319,6,4,11,250,B
2,29.557813218914994,14,8,5,223,B
1,28.861518658668977,2,0,10,121,A
3,27.37758183318551,5,6,7,235,A
3,33.24371771423667,10,1,8,264,S
4,34.99505757394076,1,1,23,24,A
0,39.00361421636083,6,1,7,311,A
4,21.897414253503594,3,9,19,30,D
2,27.89258139812064,14,7,2,210,B
1,32.68001534831976,10,7,8,189,B
2,22.906329126732523,4,8,2,174,B
3,35.523037282112455,13,3,4,301,A
4,27.878885293811692,2,3,10,12,D
4,30.532845270503948,0,7,28,1,C
4,36.637761275134594,3,8,19,44,D
2,31.155295181961236,3,0,7,220,S
3,25.66622670747697,5,4,6,234,A
1,20.957311978122142,6,0,11,130,S
1,25.044001012338256,8,0,4,109,A
2,38.96618760860733,4,8,9,354,A
4,28.673938662139193,3,2,25,0,B
0,26.01915431117345,6,1,9,219,S
2,26.35091315310676,13,8,7,191,B
2,24.39982253793861,6,4,3,196,A
3,35.73305032152693,7,7,4,322,A
1,23.923612138759573,11,5,9,120,B
2,35.2729406504644,3,5,3,290,B
2,30.513721118390123,13,6,8,221,B
4,25.82545044511474,3,5,12,30,D
4,32.88731400985135,1,8,12,16,D
0,25.09218658590612,9,2,8,228,S
3,24.033999252620507,6,1,5,172,A
0,39.09275026720111,12,8,9,350,A
4,30.144078735356366,0,8,15,31,D
1,24.578846722788903,6,6,6,169,B
4,30.979034827156543,3,8,24,35,D
3,27.964199282359903,6,7,3,229,B
4,35.98146838972392,0,2,14,9,C
3,37.10628928725877,9,6,3,334,A
3,39.58206788504547,4,8,7,351,A
3,35.87182394404647,13,4,2,333,A
3,30.215840609977676,5,5,3,253,A
3,22.32034774246006,10,0,3,161,S
1,39.390530466480136,4,1,11,201,B
0,21.316843290173093,3,6,5,196,A
2,34.791729793564976,5,2,6,300,A
0,22.004637563525723,6,2,3,159,A
3,27.745823473506597,6,7,4,252,A
1,21.109678841358214,5,0,5,130,S
4,25.137956120891264,0,1,28,18,A
1,32.24418126514432,2,0,4,176,B
3,22.639659960248146,9,8,4,193,A
1,31.775189271300192,8,3,7,174,B
1,25.99947816309065,10,3,10,136,B
3,36.84332060122766,13,6,4,305,A
1,36.13798695839378,10,6,5,211,B
2,30.712295637486637,12,6,5,271,A
2,25.498166749644817,4,1,8,180,A
1,35.00300562597035,2,1,6,236,B
4,36.10022598163447,2,2,13,62,C
3,27.430391504871466,10,7,4,226,A
2,39.38510927439361,4,4,7,299,B
4,20.51614336382462,3,9,23,13,D
1,39.319889891149245,2,1,6,254,B
4,27.03295468227809,1,8,29,4,C
0,37.498666487012976,14,0,4,280,S
2,28.15480493859439,4,3,3,223,A
1,30.473447999979705,5,1,14,203,A
3,23.317558493250708,12,1,7,169,S
1,34.433767824563276,7,6,4,235,B
3,24.932348453813482,10,3,9,174,A
1,37.87617086433261,5,3,13,180,B
4,35.17547124507877,0,9,17,63,D
4,22.61453033134549,1,8,14,36,D
4,21.40474611738962,3,8,24,20,D
0,37.40821657116601,10,2,8,319,S
3,37.814911836994426,13,2,2,280,A
4,31.824858115012283,2,9,20,55,D
0,33.51783777416587,4,8,4,286,B
3,33.51493520694354,4,8,8,281,B
1,37.21303774775234,5,4,13,152,C
0,37.907925352868865,9,3,5,273,A
2,34.12425971930131,7,1,5,254,A
0,29.38332097134797,8,6,4,248,A
0,23.818977177508856,5,5,6,234,A
3,32.17009225941573,14,3,5,300,S
1,31.48856966006289,5,7,11,214,B
2,29.222835557613998,11,4,2,272,A
4,23.367705966061088,0,1,22,6,A
4,33.0924299159411,1,9,19,29,D
0,28.445842256716634,10,4,3,260,A
3,35.099574662983265,3,5,6,331,A
3,20.66806013154869,4,1,2,149,A
4,26.016123221708682,1,0,13,50,A
2,39.27099198781701,4,3,3,322,A
1,25.476850381985184,4,4,11,149,B
2,34.36882949471082,6,4,9,319,A
1,22.10483796155305,8,7,4,151,B
4,35.89104588843411,0,2,24,22,B
1,34.00375121660913,9,4,6,236,B
3,25.450952957860583,6,7,7,205,B
0,39.38634406538674,5,2,4,338,A
0,25.845803454185063,3,0,5,254,S
4,28.468504632936696,3,7,21,22,D
3,38.71091079023532,7,7,5,382,A
2,27.365406508902417,7,2,6,264,S
3,32.8319465868973,11,0,5,273,S
0,37.02564424433062,8,1,9,341,S
0,38.97951329929802,8,5,8,291,B
3,26.19859818458333,12,7,9,260,A
3,35.34025059961539,9,0,7,329,S
0,20.40435040295595,3,1,2,164,A
2,37.24808704586178,9,8,6,278,B
4,34.790488685344485,2,1,28,57,S
4,26.196795430553564,2,1,22,50,A
3,21.43750507417249,9,2,9,182,S
4,27.000139286213596,1,0,28,26,S
0,21.719474705584233,3,7,8,213,A
0,33.86933811928054,12,3,6,298,A
3,39.53942109252522,11,2,8,384,S
3,35.911604995886535,8,7,9,358,A
3,21.813241770186767,12,5,8,194,A
2,32.15247151767878,14,3,6,285,S
4,23.773445824560653,2,3,20,37,C
3,26.03678240495031,4,3,5,212,A
1,32.129155510870916,7,1,8,216,A
1,35.53280148745246,10,4,9,157,B
0,34.20775294876596,4,6,6,325,A
4,25.877801663986336,0,0,25,34,S
3,28.588375737045066,5,0,6,234,S
1,35.29695786439967,7,3,11,169,B
4,25.934226170573695,3,2,15,13,C
0,28.802884130758738,12,0,2,211,S
2,32.55465471124531,5,2,8,272,A
4,29.25519881787946,1,1,12,1,C
4,30.04025248799501,0,2,22,46,B
2,29.48745279949238,7,5,7,255,A
4,34.35735702262527,0,0,16,22,A
0,39.04902526292771,3,8,9,370,A
0,27.996649187004103,5,7,2,241,B
2,26.762870764483925,6,6,5,241,A
3,24.08933440395151,8,6,8,223,A
1,35.261212075260836,8,7,10,155,C
3,26.000609611909933,9,2,8,201,A
4,35.31096708198632,1,1,28,49,S
1,37.85201579455081,9,7,13,157,C
2,32.302531651006234,4,3,7,247,A
2,38.093121248176594,4,7,6,350,A
1,20.846698918049842,10,0,4,102,S
0,28.203275384612745,4,3,7,214,A
1,30.96967171498249,3,2,7,151,B
4,38.900115660173626,3,4,17,39,C
0,29.297418603086875,12,7,2,273,A
2,32.04203660254699,7,0,9,282,S
1,31.58145055371989,6,0,12,193,S
3,32.712427294640094,13,2,2,311,S
3,20.55263665711861,5,0,7,186,S
4,38.473786820437404,0,0,27,35,S
3,23.152226981257364,4,7,5,188,B
1,37.43233692657701,5,2,4,162,B
1,28.758615276947417,10,4,9,177,B
3,23.705360443051752,6,2,4,222,A
1,22.66777234186519,8,6,11,130,B
4,35.38373579991856,1,3,24,13,B
0,35.04944030107477,5,5,2,304,A
4,25.077616922480637,0,9,17,46,D
4,24.837058941294924,1,4,21,13,C
1,23.815086594865278,4,4,7,157,B
0,27.66925669095385,13,0,3,243,S
1,33.772585798010866,6,0,11,166,S
2,31.962821307410657,4,2,6,240,A
1,33.050537555008376,7,6,7,144,C
1,34.66048429727316,8,3,11,153,B
1,29.05129006871165,3,0,9,120,A
0,36.95148059580525,12,4,8,323,A
1,30.119666583141267,5,1,13,158,A
0,21.455247524792544,11,0,2,155,S
3,33.661603469482706,11,2,3,265,A
2,25.329944000256905,7,0,7,211,S
0,33.8957799719757,9,7,2,297,A
3,33.68457421776051,7,3,2,334,A
0,29.28805812641292,11,0,7,282,S
0,28.524629165295288,6,5,6,208,B
2,22.342144630105555,7,1,8,186,S
4,29.684261315195812,3,2,22,24,B
4,35.161470028415984,2,1,19,43,B
0,20.499418008682625,7,3,9,183,A
1,27.28581509347158,3,4,4,128,C
3,21.623755741008623,11,8,5,194,A
1,20.64239512135629,8,4,10,122,B
1,36.971448191640924,11,3,6,165,B
0,36.45562729732336,14,3,9,321,S
0,34.522121367388365,8,0,8,284,S
0,25.261030280238746,7,7,8,244,A
0,33.5119973634825,13,3,6,307,S
4,33.789477988135275,0,1,25,9,A
0,26.952701739524027,5,0,3,210,S
4,39.98670245662231,0,0,20,25,S
4,30.281737497585475,2,5,23,57,C
0,29.768816134270004,13,6,8,212,B
2,31.96475519703793,8,6,4,261,A
3,23.4821849506647,5,6,8,174,B
1,34.18647705551935,2,1,7,209,B
4,30.14475110415114,2,1,27,34,S
3,35.12955357680825,10,7,9,304,A
2,33.7993802428345,14,3,7,327,S
1,22.522053919748185,4,5,13,151,B
1,30.127433470902908,5,7,11,151,C
4,29.04057146929371,2,9,24,26,D
0,26.03193214891847,11,4,4,191,A
2,37.30381622212791,9,7,8,342,A
4,36.244790772174944,1,6,18,40,D
2,37.21860965157392,7,3,9,295,A
0,26.710553826997966,11,2,6,256,S
0,28.640495992674833,6,2,2,243,A
4,22.004565132857685,0,9,16,31,D
0,27.32657049397517,14,2,7,203,A
3,32.94319122253915,4,3,7,310,A
1,22.179432586078317,11,6,10,136,B
4,32.791076527546224,2,3,23,2,B
2,35.68883084141458,10,7,6,352,A
3,26.417627980732867,3,4,5,245,A
4,25.315988438573452,1,0,24,13,S
0,38.45351657048482,10,8,4,275,B
0,34.06610613726756,6,8,6,334,A
0,22.57007957002419,7,2,7,215,S
0,36.62079054214256,11,2,7,342,S
2,26.427399114817405,4,6,9,249,A
3,21.400692472635626,10,6,7,154,B
1,35.21116231039846,2,3,5,170,C
2,21.55191163952298,10,5,2,152,B
2,37.1288608929086,11,5,5,313,A
1,28.013156968759066,9,5,11,148,B
1,34.545849544791366,9,1,10,174,A
0,28.059456002467883,14,1,4,217,S
2,27.625314381780946,4,3,6,243,A
4,39.00568100340971,1,4,18,23,C
1,37.167121103181934,6,3,14,250,A
1,24.31549992885379,11,5,6,148,B
3,39.02224401952533,5,0,6,290,S
4,24.65944424156078,0,1,11,10,C
4,26.191387044764628,0,2,11,19,D
1,21.6063289589049,3,1,12,134,A
0,25.644571922362225,13,8,7,184,B
3,34.58532811673267,9,8,6,301,A
4,35.44305009614929,1,3,18,3,C
1,23.361811707059505,4,3,10,156,B
4,21.79756560201276,3,2,26,42,A
3,31.13912259721471,9,1,6,306,S
3,39.93467540588763,9,0,3,303,S
2,20.31786786280007,14,1,9,165,S
1,25.374549389295815,10,6,5,154,B
3,25.054853374969063,6,2,5,218,A
2,31.38865366189709,7,4,4,289,A
2,22.541125307153486,8,1,8,171,S
4,26.135455027056647,0,1,28,37,A
4,32.46863586886722,0,8,22,19,D
2,26.446666236009474,5,0,2,209,S
4,39.888620050855266,3,0,24,3,S
3,24.881269020858504,3,3,5,238,A
0,34.73500441826455,3,0,8,340,S
3,37.35288065824,8,5,3,318,A
2,33.88549492871726,8,2,9,281,A
2,32.681010166134385,3,1,5,316,S
3,39.11723360749476,13,4,9,286,A
4,24.789774291402598,3,2,17,43,B
4,23.905466664943216,3,4,21,10,C
2,26.105072582008862,3,3,9,239,A
1,33.33076910595378,9,3,4,207,B
4,33.19490036813264,1,8,22,56,D
3,33.40403258681253,5,6,4,280,A
4,37.44059469685733,2,9,11,9,D
3,27.90152650776385,3,7,8,251,A
2,37.917085140170606,8,2,4,271,A
4,20.603840306743773,3,5,16,31,D
3,28.68130522395258,6,7,8,245,A
2,31.394092640708198,7,3,9,248,A
1,38.442626510588205,7,2,7,258,A
3,23.769760998772774,7,7,8,183,B
1,37.54958391817665,8,1,5,202,A
1,39.98181535594621,11,6,13,264,B
0,32.68060785210067,4,8,9,229,B
4,31.873051588936207,1,8,25,23,D
3,32.52119062885658,5,5,7,317,A
1,38.70540325163867,11,3,5,168,B
0,30.639434689929963,14,5,7,284,A
2,38.2122501474521,11,1,7,322,S
3,31.692167191103167,10,7,4,229,B
1,20.416904796154014,3,4,13,142,B
4,27.960863482081916,0,9,17,1,D
0,24.82130660664647,13,0,2,205,S
1,32.69828470624128,2,3,13,199,B
4,20.121666218299186,3,6,23,28,C
1,22.22194417691981,2,3,7,118,B
3,32.89029648869593,13,4,9,235,A
3,22.478783885288788,9,8,2,173,B
3,29.210546622727524,6,3,4,265,A
0,22.432363136392986,10,4,6,163,A
3,28.040169433017226,5,2,4,261,A
4,29.557546113061154,0,7,23,54,D
1,32.06615756777886,6,7,13,140,C
2,22.29591933996328,7,6,3,205,A
4,33.72499871715014,0,8,13,6,D
4,34.74630547626194,2,0,23,1,S
3,29.317426173927366,10,1,4,270,S
0,36.31166280470576,10,6,6,296,A
1,23.712081279108663,5,1,13,144,A
0,37.807975781611034,12,5,5,279,A
1,24.792196640564107,6,5,7,126,B
1,23.467785616826596,9,4,9,163,B
0,22.631414237578525,5,4,3,215,A
4,26.58486957527154,1,3,11,2,D
1,23.156539625995972,8,0,7,155,S
0,35.86144066646915,14,7,2,298,A
1,24.92198245152632,3,1,12,146,A
2,23.16265291438729,14,1,7,164,S
4,33.905578027348206,0,8,17,7,D
3,31.45717503237079,8,4,6,275,A
1,25.513717938054008,6,0,10,103,S
2,20.681913957065404,13,1,6,169,S
3,20.62271475861139,8,7,9,163,B
3,38.771777163545934,11,5,5,280,B
1,24.84659622907478,11,2,11,168,A
0,28.575028166827085,4,3,6,267,A
1,22.305825197672004,2,5,13,145,B
2,24.213607946551257,13,8,9,188,B
3,38.199101265452185,4,5,9,348,A
1,33.51490510328367,6,4,14,185,B
0,33.353479020165736,4,5,4,258,B
1,39.154082140129745,9,0,8,259,S
4,30.87087829298884,3,2,11,12,C
0,32.851598316090815,9,2,7,239,A
2,27.920486926046923,5,8,3,208,B
3,25.555280989545103,4,2,8,247,S
1,34.5321604236255,8,5,14,180,B
0,24.526085723024693,13,5,7,241,A
4,35.85987302785023,1,2,18,13,C
0,20.635782991102754,13,2,3,179,S
4,32.73915236041599,1,1,22,27,A
2,22.981913573428677,5,8,4,224,A
3,34.47968530496303,4,7,2,310,A
2,20.64750754548816,3,6,2,147,B
1,24.220766604172308,3,2,6,101,C
0,28.81043487968293,7,8,7,222,B
4,22.741193670731626,2,2,27,39,A
4,26.905489888371434,2,9,26,39,D
0,33.18798159810743,7,1,5,235,A
0,22.25738835293644,4,2,8,212,A
1,35.178638972293626,2,2,8,242,B
2,39.083113388874,8,3,8,356,A
4,37.91166379982363,1,9,17,60,D
1,35.77901793082467,5,5,14,191,B
2,31.899367146829405,5,6,9,272,A
1,24.528875242077845,6,2,8,113,B
4,35.91282689770914,1,3,19,16,C
0,37.57500277668987,8,0,3,359,S
0,32.02735253980133,12,1,3,241,S
2,29.475667246156444,7,8,3,291,A
3,35.574763138503286,11,5,2,294,A
2,38.465648314062896,9,5,4,294,B
3,26.48055911267696,4,6,8,216,B
1,23.07948702331368,7,1,4,157,A
1,24.930425916787367,5,4,9,156,B
4,31.0680005366683,1,1,15,4,B
3,26.951166546232038,10,8,3,203,B
4,28.49287942618099,1,6,10,6,D
0,25.55844021538718,8,2,6,210,A
3,21.45364311681622,5,0,6,191,S
2,36.41564898345808,11,6,6,319,A
0,24.667909034568133,3,5,2,244,A
0,37.04021698976753,10,4,8,312,A
2,38.48163868181527,13,7,9,360,A
0,22.609069743547217,14,4,9,217,S
3,37.23630352291815,11,1,8,299,S
4,24.65189273927701,2,6,12,25,D
0,37.23888183161982,12,1,3,336,S
3,22.031490884707626,11,5,7,165,A
1,29.334306448078042,2,5,11,186,B
3,29.70991782331745,10,0,9,257,S
4,25.425371729663535,3,8,28,5,C
3,24.242507974438798,13,3,7,214,S
2,30.591764052765793,4,7,5,223,B
4,21.059458120922017,1,8,18,3,D
1,22.26854853491683,7,0,10,103,S
2,39.40153237820002,11,2,2,300,A
3,27.495018323521876,3,5,7,239,A
4,39.13455255828926,2,8,21,49,D
1,24.8417733257101,4,6,7,157,B
2,27.428338239864644,3,1,8,242,A
1,22.38500335362933,7,1,13,145,A
3,39.214802191725,13,5,9,378,A
1,36.311045080642565,10,2,11,187,A
0,29.75626963615198,5,3,5,245,A
2,25.836463751479346,6,5,2,207,B
1,27.59359166196475,2,2,13,144,B
3,39.767797572797264,12,2,9,384,S
3,29.82135899307157,4,2,4,294,A
1,24.114496550593326,7,6,5,160,B
3,26.558991366429723,6,4,6,187,B
4,36.403073173712954,2,5,23,22,C
4,33.68419341176741,2,4,12,26,D
4,29.20853644733203,2,1,17,56,B
0,22.80647039535652,10,6,9,164,B
1,25.45188572759971,4,7,10,171,B
0,23.892592944064493,9,0,5,176,S
3,21.828287535393823,3,6,4,159,B
0,23.766937465789002,9,1,8,180,S
3,39.46560303266816,10,4,8,316,A
3,33.23835460315853,13,1,9,297,S
2,22.401814131431024,7,8,5,169,B
4,33.1229942900633,0,2,19,63,C
3,29.93412259393525,4,2,7,279,A
2,22.90583423931563,10,8,5,203,A
4,21.004262429151453,3,1,10,14,C
3,25.631077254563913,10,4,6,209,A
3,27.400070811500626,3,8,8,263,A
0,37.28825982133857,8,0,6,361,S
0,26.25891234696717,12,8,5,204,B
4,31.029805907026738,3,0,10,51,A
3,37.57601916171853,10,0,3,371,S
1,22.39912415496384,11,3,12,145,A
0,27.202354309780077,10,0,6,234,S
4,24.608439436286744,0,0,12,31,B
3,26.07707161736445,4,3,8,188,B
3,20.8712136114484,7,2,4,153,A
1,22.455798038084467,4,6,7,116,C
4,28.014968952951556,0,2,25,6,B
3,31.462558465451295,3,1,6,271,A
0,34.01939309156241,7,8,9,285,A
1,33.580743308448795,2,1,8,190,B
4,30.352209548256504,1,7,16,2,D
1,37.73061341410336,11,0,7,259,S
0,29.66708606117798,10,7,3,234,B
4,25.304549907572422,3,9,13,46,D
